boro,cuisine_description,grade,violation_description,violation_count
Manhattan,Armenian,A,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",3
Manhattan,Armenian,A,Hot TCS food item not held at or above 140 °F.,1
Manhattan,Armenian,A,Live roaches in facility's food or non-food area.,1
Manhattan,Armenian,A,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",1
Manhattan,Armenian,A,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",4
Manhattan,Armenian,A,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",1
Manhattan,Armenian,A,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",1
Manhattan,Armenian,A,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",2
Manhattan,Armenian,B,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",1
Manhattan,Armenian,B,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",1
Manhattan,Armenian,B,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",1
Manhattan,Armenian,C,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",1
Manhattan,Armenian,C,Evidence of mice or live mice in establishment's food or non-food areas.,1
Manhattan,Armenian,C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",1
Manhattan,Asian/Asian Fusion,A,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",4
Manhattan,Asian/Asian Fusion,A,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",1
Manhattan,Asian/Asian Fusion,A,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",1
Manhattan,Asian/Asian Fusion,A,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,31
Manhattan,Asian/Asian Fusion,A,Canned food product observed dented and not segregated from other consumable food items.,1
Manhattan,Asian/Asian Fusion,A,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,29
Manhattan,Asian/Asian Fusion,A,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,2
Manhattan,Asian/Asian Fusion,A,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",12
Manhattan,Asian/Asian Fusion,A,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",1
Manhattan,Asian/Asian Fusion,A,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",10
Manhattan,Asian/Asian Fusion,A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",21
Manhattan,Asian/Asian Fusion,A,Evidence of mice or live mice in establishment's food or non-food areas.,15
Manhattan,Asian/Asian Fusion,A,Evidence of rats or live rats in establishment's food or non-food areas.,2
Manhattan,Asian/Asian Fusion,A,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",3
Manhattan,Asian/Asian Fusion,A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,2
Manhattan,Asian/Asian Fusion,A,"Food adulterated or misbranded. Adulterated or misbranded food possessed, being manufactured, produced, packed, sold, offered for sale, delivered or given away",3
Manhattan,Asian/Asian Fusion,A,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",38
Manhattan,Asian/Asian Fusion,A,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",1
Manhattan,Asian/Asian Fusion,A,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,3
Manhattan,Asian/Asian Fusion,A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",1
